代號,名稱,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
8255,朋程,5,6,6.5,6.5,6,5.5,3.5,4,3.5,3.5
2382,廣達,3.55,3.4,3.5,3.8,4,3.8,4,4,3.6,3.68
1437,勤益控,0.5,0.5,0.5,0,0,0,0,0,0.15,0
3416,融程電,2.6,2.5,3,3.5,4,3,2.5,3,4,3.5
4105,東洋,4.5,4.5,3.8,3.5,2.5,2,1.4,0.3,0.26,2.1
6195,詩肯,3,3.94,2.97,3.5,5.11,5,4,4.5,2,0
8271,宇瞻,2.5,2.6,2.4,2.01,2.2,2,1.62,1.44,1.28,0.6
2064,晉椿,1,1,1.5,1.2,2,1.5,0.1,1.5,,
1234,黑松,1.6,1.5,2,1.5,1.2,2,2.5,0.6,0.5,0.45
2501,國建,2.1,1.2,1.5,0,1,1,1,1,0.5,0.5
1907,永豐餘,0.6,0.6,0,0.3,0.4,0.4,0.4,0.8,0.55,0.6
3050,鈺德,0.3,0.6,0.3,0.8,0,0,0,0,0.2,0
8081,致新,5,4.5,5,5,6,5.65,7.1,7,9,7.32
2743,山富,0.8,1.2,0,1.8,0.1,,,,,
3597,映興,1.8,0.2,0.51,0.8,0.71,0.6,0,0.5,0.13,0
1730,花仙子,3.5,2.27,2.18,2,1.7,2.7,1.1,1,1,1
3034,聯詠,8.8,7.1,7,9,10,6,5.59,4.6,5.8,5
1463,強盛,1.4,3,3.3,0.7,0.53,0.3,0,0,0,0
8114,振樺電,6.2,6.2,7.94,7.75,7.5,6.8,5,4.3,4.23,1.9
4755,三福化,2.7,2.6,1.6,1,0.7,0.68,0.65,,,
9925,新保,2,2,2,2,1.9,1.8,1.8,1.7,1.7,1.6
1326,台化,6.2,7,5.6,3.5,1.2,2.5,0.65,4,7.5,4.5
6207,雷科,2.5,1.8,1.5,2.5,1.86,0.7,0.35,0.75,1.96,1.15
4933,友輝,1.61,0.8,1.35,1.25,2.02,2.5,2,1.5,4,1
00713,元大台灣高息低波,1.6,1.55,,,,,,,,
5530,龍巖,3,2.5,1.2,0.5,3.6,4,3.3,3,1.5,0
2495,普安,0.4,0.4,0.9,0.9,0.6,0.15,0.35,1,2.2,2.5
2596,綠意,2,2,2.2,1,1.5,1.6,1.49,0.5,1.2,1.5
5538,東明-KY,2,2.5,2,1,2.2,1.25,3,,,
4930,燦星網,0,0,0.3,0,4,0,0,0.2,1.2,0
2450,神腦,1.45,3.17,3.98,3,1.56,4,3.99,4.48,3.97,3.46
2849,安泰銀,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0
3611,鼎翰,10,10,10,10,9,10,7,7,5,4.98
8050,廣積,2,2.51,4.03,3.49,3.33,4.52,2.93,2.99,3.02,2.34
2536,宏普,1,1.5,2.1,2.6,2,0.96,1.7,1.5,1,3.3
8497,格威傳媒,3.5,3,2.9,1,,,,,,
00690,兆豐藍籌30,1.12,0.66,0.81,,,,,,,
4915,致伸,2.4,3.2,2.5,2.1,1.8,0.8,1.5,0.5,1,0
1776,展宇,0.8,1.5,1.6,1.59,1.2,0.9,0.9,0.6,0.9,2
1301,台塑,5.8,5.7,4.6,3.6,1.7,1.9,1.2,4,6.8,4
6624,萬年清,2.22,2.25,0.55,,,,,,,
2511,太子,0.65,0.65,1,1.1,0.8,0.3,0.5,0.5,0.9,0.2
2065,世豐,2.7,1.58,3,2,1.5,2.06,1.5,2.5,,
00731,FH富時高息低波,2.27,2.49,,,,,,,,
4173,久裕,1.04,0.3,0.54,0.3,0.81,1.16,1.5,,,
4580,捷流閥業,3.2,,,,,,,,,
4542,科嶠,1.2,1.8,0,0.6,3,2.99,3,,,
8481,政伸,3,3,2.2,3.6,,,,,,
4164,承業醫,1.79,1.1,1,2,2,2,3,4,,
2441,超豐,2.7,3,2.75,2.4,2.8,2,1.6,1.2,2,1.8
2926,誠品生活,6.8,7.56,7.68,7.58,6.92,6,5.6,4.81,,
4126,太醫,3.2,2.5,2.5,2.5,2.5,2.5,4,3,3,0
2891,中信金,1,1.08,1,0.81,0.81,0.38,0.71,0.4,0.73,0.64
5474,聰泰,3.8,3.3,3.3,4.2,3.5,2.5,0.8,0,0,1
6412,群電,2,3.1,2.75,2.35,2.33,1.95,1.95,,,
3167,大量,3.5,2.5,1.5,1.5,1.5,2,2.5,3,4,1
2850,新產,2.65,1.82,1.51,1.57,1.07,1,1.2,1.47,1.5,2.98
2882,國泰金,1.5,2.5,2,2,2,1.5,0.7,0.5,0.6,0.5
3492,長盛,1,1.2,1.7,1.3,0.89,0.5,0,0,0,0.1
1210,大成,1.5,2,1.5,0.7,1,1,1.2,1.19,1.19,1.2
1409,新纖,0.85,0.5,0.25,0.25,0.43,0.36,0.32,0.32,0.35,0.21
5460,同協,0.3,0.5,0.65,0.8,0.9,0.7,0.8,0.7,0.6,0.52
2538,基泰,0.6,0.8,1,1.3,1.24,1.7,1.47,1.3,1,0.6
2832,台產,0.9,1.1,0.9,1.2,0.9,1.1,1.1,1.16,2,1
3305,昇貿,1.03,1.03,2.36,1.04,2,1.96,1.82,2.84,1.87,2
6180,橘子,6.2,0.5,0,1.2,0.7,0.5,0,0.8,1.2,1.3
2617,台航,1.3,0.7,0,0.22,0.65,0.8,0.8,1.5,2.2,2.2
2483,百容,1.29,1.3,1.3,1.3,1.3,1.5,0.3,0.3,0.82,0.51
5520,力泰,1.2,1.2,1.75,1.5,1.35,3,1.8,1.35,1.35,1.5
8032,光菱,2,1.7,1.8,1.3,2.3,2.2,1.3,1.3,1.2,1
1785,光洋科,0.4,0,0,0,0.8,0.97,1.51,1,2,2
6803,崑鼎,10.82,9.65,11.34,9.63,9.26,9.01,8.86,8.24,6.19,6.06
1583,程泰,3,2.5,1,0.5,3.5,2.7,2.03,2.5,1,0.5
3527,聚積,5,2.27,3.5,3.5,4.5,4,7.8,8.3,8,5.97
1264,德麥,11,10.5,10,11,10,7,,,,
6190,萬泰科,1,0.6,0.51,0,0,0,0,0.2,0.3,0.29
1565,精華,26.5,25,27,23.5,23.85,22.5,17.5,15.5,14.5,10.5
6151,晉倫,1.3,2,2.2,2.2,1.2,0.7,0.9,0.8,2,1.92
8069,元太,2.09,1.64,1.5,0.48,0,0,0,3,2.66,0
6192,巨路,3.3,3.3,2,3,3,3,3.5,3,3,3
2615,萬海,0.61,0.5,0.4,1.2,2,0.8,0.8,0,1.06,0
6579,研揚,4.1,4.75,4.27,3,,,,,,
6161,捷波,1.6,1.1,0.9,0.2,0.4,0.2,0,0.3,0.3,0.3
1612,宏泰,0.32,0.5,0.28,0.26,0.6,0.75,0.22,0.3,0.6,0.5
2206,三陽工業,1,1.02,1.03,1,0,0,0.45,0.45,0.1,0
8210,勤誠,4,3,3,2.6,3,2.5,2.5,2.5,2.5,2.5
1904,正隆,1.1,0.7,0.5,0.6,0.35,0.6,0.6,0.3,0.6,0.7
4904,遠傳,3.75,3.75,3.75,3.75,3.75,3.75,3.5,3,2.5,2.8
3708,上緯投控,5,1.99,1.01,,,,,,,
6219,富旺,1.16,0.75,0.09,0.12,0.72,1.38,0,0,0,0
2303,聯電,0.59,0.71,0.5,0.57,0.55,0.5,0.41,0.5,1.11,0.5
4536,拓凱,5.5,3,6,5,4.5,5,3,3,,
8930,青鋼,0.6,0.7,0.7,0,0.5,1.43,0.11,0.97,0.89,0.66
5299,杰力,5.1,2.75,0.79,0.3,0.7,0.6,1,,,
5469,瀚宇博,1,0.8,0.6,0.2,0.6,0,0.4,0.48,0,1.2
2030,彰源,1,1,0.3,0,0.5,0,0,0,0,0
6590,普鴻,1.5,1.2,1.7,,,,,,,
3581,博磊,0.7,1,1,1,1.1,1,0,0,0,0
6245,立端,2,2,3,1.97,1.47,1.46,0.99,0.6,0.1,0.1
2888,新光金,0.2,0.34,0.2,0,0.1,0.06,0.03,0,0,0
6226,光鼎,0.12,0.12,0.1,0,0.1,0.1,0,0,0,0
6024,群益期,3.4,2.87,2.21,2.47,1.5,1.49,0.89,2.3,0.1,0.5
3444,利機,1,1,1,1,1,0.7,0.9,1.5,1,1
1723,中碳,5.3,4.6,4.5,4.5,8.3,8.3,7.4,8,7.2,5.6
9951,皇田,4.2,5.3,5.8,5.5,5.4,5,2,2.5,2,0.3
00742,新光內需收益,1,0.95,,,,,,,,
6114,久威,1.5,1.5,2.5,2.5,0,0,0,0,0,0
6154,順發,1,1,1,1,1.35,1.5,1.2,2,2,1.5
2820,華票,0.79,0.71,0.84,0.83,0.72,0.7,0.8,1.5,0.81,0.86
2365,昆盈,0.2,0.3,0,0.17,0.39,0.2,0.2,0,0.24,2.85
2428,興勤,3.8,4,3.3,2.5,2.1,2,1.9,1.6,2.4,2
5515,建國,0.5,0.5,0.5,0.51,0.52,1,1,0.5,0.75,0.3
6514,芮特-KY,0.28,1.4,0.3,1.9,0,,,,,
5263,智崴,4,4,2.5,2.5,1.95,0,1,0,,
2474,可成,12,12,10,10,6,4.9,6,5,3.68,2
3665,貿聯-KY,7.5,6.83,6.31,5.4,4.97,4.99,3.5,2,3.5,
9934,成霖,1.3,1.5,0.98,1.2,0.5,0.25,0,1.1,0.69,0.98
1737,臺鹽,1.8,1.5,1.5,1.12,1,0.5,0.26,0.68,0.6,0.6
8358,金居,2.2,3,0,0,0,0,0,0,1.4,0.5
3078,僑威,1.45,1.75,2.35,1.9,1.6,0.75,0.35,0.35,0.39,0.2
3558,神準,6.5,6,8,13,9.49,6.07,3.98,3.01,2,2
6568,宏觀,5.9,5,5,3,3,,,,,
5439,高技,2.8,2,1.81,1.5,1.6,1.5,1.5,2.2,3,1.3
6477,安集,0.8,0.42,0.2,0.35,0.6,0,,,,
6655,科定,2,1.6,2.5,,,,,,,
4190,佐登-KY,4.5,2.5,3.5,5,3,,,,,
8433,弘帆,3,5.05,6.06,5.5,3.5,3,1.8,1.8,1.6,0
4175,杏一,2.3,2.6,3.2,4,3.2,3.5,1,0.5,,
4907,富宇,1.5,1.5,0,0,0,0,0,0,0,0
6269,台郡,5,5.02,4.46,4.49,2.07,2.5,1.99,1.96,1.76,1.53
4973,廣穎,1.2,1,1.8,1.2,1.51,3.5,3.5,1.7,1.5,
8349,恒耀,4.66,5.49,4.85,4,4,2.5,0.71,1.29,1.29,0
1323,永裕,1.8,1.3,1.8,1.55,1.8,1,0.7,1.2,1.5,0.9
5876,上海商銀,2,1.8,1.5,1.5,1.5,1.5,1.5,,,
3556,禾瑞亞,3.3,4.1,3.7,3.7,4.3,7,2.15,4.3,2.3,2.15
2752,豆府,5,,,,,,,,,
8111,立碁,0.45,0,0,0,0,0,0,0,0.2,0
6261,久元,3,4.1,3.1,3.3,5,3.67,4.66,5.24,4.67,3
8499,鼎炫-KY,5,5.05,3.5,,,,,,,
3293,鈊象,11,11,10,4.5,2.8,2,5.5,11,9.5,10.99
2881,富邦金,2,2.3,2,2,3,1.5,1,1,1,2
3004,豐達科,2.5,2,1.5,1.8,0,0.99,0.99,0.2,0,0
6527,明達醫,1.73,1.01,1,1.2,0.35,,,,,
2851,中再保,0.9,1,0.5,0.7,1.2,1.2,0.5,0,1,1.5
6462,神盾,8.09,4.28,0,0,0,0,,,,
2892,第一金,1,0.9,1.2,0.95,0.7,0.5,0.45,0.4,0.3,0.5
2353,宏碁,0.77,0.7,0.5,0.5,0,0,0,0,3.65,3.1
1319,東陽,1.7,2.05,2.12,1.4,0.74,1.1,0.35,0.3,0.4,1.45
6435,大中,7.07,3.5,3,3,2.95,2.16,,,,
4721,美琪瑪,2.8,2.4,1.55,1.4,1.3,1.06,0.8,1.6,2,0.6
1339,昭輝,2,2,2,2,2,1.5,1.5,1.5,0.95,
2340,光磊,0.5,1.35,1.19,1,0.75,0.6,0.45,0.6,1,0.25
6227,茂綸,1.5,1.1,1,1,0.9,0.4,0.5,0.5,0.8,1
1530,亞崴,2,1.25,0.7,0.5,2.2,2,1.5,1.5,1,0.5
5209,新鼎,2.78,2.88,2.51,2.53,2.53,4.24,4.49,5.38,3.97,2.98
3114,好德,1.5,0.6,0.5,0.8,0.8,0.58,0.5,0.4,0.2,0.2
3709,鑫聯大投控,0.7,0.8,,,,,,,,
4155,訊映,2.25,1.52,1.55,1.55,0.2,0.4,0.4,1.64,0.55,
8916A,光隆甲特,0.08,,,,,,,,,
9940,信義,1.3,2.5,1,0.7,1,2.6,1.5,2,3,2.6
9905,大華,1,1.7,1.5,1.5,2,2,2,1.8,1.5,1
6016,康和證,0,0.25,0,0.21,0,0,0,0,0,0
8299,群聯,13,17,14,12,11.2,10.22,8,7,4.34,5
00733,富邦臺灣中小,0.96,,,,,,,,,
1726,永記,3.5,3.5,4,3.8,3.8,4.2,3.5,2.5,2.5,2.5
4506,崇友,2.6,3.1,2.2,1.7,1.5,1,1,1,1,0.5
1813,寶利徠,2,1,1,2,1,2,2.02,1.2,1.5,1
6121,新普,11.5,10,6,7,7,6.8,6.5,6,5.5,5
5284,jpp-KY,2.6,3.17,2.56,3.08,2.4,2,0,,,
6104,創惟,2.36,1.3,3,3,4,0,0,0,0,0
5212,凌網,1.5,0.8,0.72,0.75,0.25,0,0.4,0.35,0.28,0
2640,大車隊,3.3,3.5,2.2,3.28,4.9,4.3,3,1.5,1,
1539,巨庭,1.8,1,1.2,1.2,0.89,0,0,0,0,0
2354,鴻準,3.2,3.6,3.8,3,2.5,1,1,1,1,0.8
2643,捷迅,2,2,2.29,2,1.5,0.5,,,,
1259,安心,3,3.5,3,2.8,2.3,2,2.5,2,2,
5609,中菲行,1.5,1.18,2,1.02,1.02,0.72,0.68,1.02,1.2,0.59
6670,復盛應用,11,9,,,,,,,,
9917,中保科,4,4,3.5,4,4,3.5,3.4,3.3,3.1,3
5016,松和,2.5,3,2.5,1.2,2,1.5,1.1,2.5,1.5,0.3
8473,山林水,2.56,3,3.2,3,3.6,,,,,
6239,力成,4.8,4.5,4,3.5,3,2,3,2.05,4,3.5
1560,中砂,3.5,3.5,3,3.7,4.1,3.3,2.7,2.7,1.5,0.5
1717,長興,0.9,0.5,1.5,1.5,1.8,1.4,1.1,1,1.5,2.2
3264,欣銓,1.6,1.65,1.25,1.3,1.6,1.09,1.1,1.2,2,1.2
2905,三商,0.5,0.8,0.7,0.6,0.6,0.7,1,0.4,0.59,0.5
3094,聯傑,0.8,0.9,1.1,1.16,1.15,1.12,1,0.61,1.15,1.15
6205,詮欣,1.5,1.2,2,2,2.2,1.5,1.2,0.39,0.6,1.5
4543,萬在,1,0.3,0.4,1.2,1,0.3,0.1,,,
2809,京城銀,1.5,1.5,1.5,0.5,1.5,1.5,1.5,0,0,0
5464,霖宏,1,0,0.4,1.5,2.2,1.77,0.5,2,1,2
8284,三竹,2.68,1.2,0,0.22,1.06,1.33,1.36,1.19,0,0.82
9902,台火,0.3,0,0,0.2,0,0,0,0,0,0
9937,全國,2,2,2,1.4,1.2,1.2,1.3,3,4,1.6
5347,世界,3.2,3,3,2.6,2.6,1.76,0.97,0.63,0.6,0.4
3217,優群,3,2.55,2,1,1.3,1.2,0.75,0.5,1.5,1.49
3705,永信,2.2,2,1.5,2.5,2,2,1.8,2,1.8,1.5
9930,中聯資源,2,1,2.8,3.5,4.2,3.3,2.8,3,2.5,2.8
5489,彩富,2,1.5,1.8,3.5,4.08,4.04,3,1.21,2.33,1.5
8926,台汽電,1.5,1.3,1.2,1.3,1.6,1.2,1.2,1.5,0.7,1
5607,遠雄港,0.4,0.2,0,0,0,0,0,0,0,0
4401,東隆興,2,3,3.6,3.6,3.5,3.7,2.2,2.2,2,1
1524,耿鼎,0.5,0.45,0.5,0,0,0,0,0,0,0
2816,旺旺保,0.9,0.7,0,0.1,1.16,0,0,0,0,0
1615,大山,1.35,0.9,0.75,0.3,0.3,0.3,0.4,0.5,1.2,1
3052,夆典,0,0.7,0.3,0.5,0.4,1,0.4,0.8,0.6,0.8
3002,歐格,0,0.25,0.5,0.35,0.8,1,0.4,0.3,0.6,1.8
3325,旭品,0,0,0.5,0.14,0,0,0,0,0.49,0.8
8480,泰昇-KY,5.3,4,6,2.15,,,,,,
6220,岳豐,2,2.3,2.3,1.25,0.61,0,0,0.25,0.25,1.28
4528,江興鍛,2.1,2.2,1.7,2,1.5,0.7,0.6,1,0.7,0.3
1702,南僑,2.7,2.7,2.81,2.6,2.1,2,1,0.55,1.4,0
2352,佳世達,0.85,1.35,1.32,0.55,0.6,0,0,0,0.5,0
3042,晶技,2,2.5,2.8,2.5,2.5,2.2,2.2,2.2,2.5,2
8016,矽創,5,5.5,6,5,4.5,3,2.5,2,2.3,2
9904,寶成,1.5,2,1.5,1.5,1.5,1,1.5,1.3,1.2,1.5
9938,百和,2.6,3,3,2,2,1.5,1,0.3,3,0.5
6203,海韻電,2.5,1.2,2,2,3.5,3,2.3,2.7,3.5,3.21
2542,興富發,4.5,3.5,5,6,4,2,3,3,6.1,5.04
2887,台新金,0.51,0.54,0.53,0.48,0.1,0.43,0.22,0.22,0.23,0
00730,富邦臺灣優質高息,0.75,0.98,,,,,,,,
2484,希華,1.45,1,1.2,1.2,1,0.6,0,0,0.25,0
9941,裕融,5.5,5.9,4.81,4.72,5.1,4.84,2.95,2,2.8,2.7
8921,沈氏,0.35,0.26,0.79,0.76,1,1.18,0.85,0.8,0.9,0.6
00855B,富邦全球能源債,,,,,,,,,,
6179,亞通,1.5,2,2.88,2.6,0.2,0,0,0,0,0
1722,台肥,2.2,2.1,2.1,2.1,2.2,2,2.7,2.3,2.2,1.4
6432,今展科,1.6,0.19,1,2.5,1.85,0.8,,,,
6642,富致,2.63,1.7,,,,,,,,
1733,五鼎,0.85,1.5,1.5,2.24,2.5,3.3,4.5,4.99,4.2,3.1
1233,天仁,1.9,2.25,1.6,2,2.1,2.3,2.3,2.3,2,1.9
2393,億光,1.5,2.99,3,3,3.99,2.97,1.2,2.5,3.6,4
6194,育富,0.75,0.75,0.75,0.75,0.75,1.2,1.2,2.04,2,3
5007,三星,3,3,2.5,2,2.5,2,2,3.22,1.94,0.96
2231,為升,7.67,7.47,8.5,8.98,8,5.97,4,1.99,4,1
4116,明基醫,1.35,1,0.7,1.5,1,0.59,0.5,0.5,1,0.4
2379,瑞昱,7,5.5,5,4,6,5,3.4,2.3,2.5,3.85
3045,台灣大,5.55,5.6,5.6,5.6,5.6,5.6,5.5,5.16,4.16,5.03
2107,厚生,0.68,0.65,0.55,0.87,2.8,2,1.8,1.6,2.6,1.2
2729,瓦城,13.6,12.6,11.6,10.6,10,8.7,8.1,8,1,10.67
3543,州巧,0.6,0.5,0.6,0.5,0.21,0.2,0.8,0.5,2.2,4.45
2838A,聯邦銀甲特,2.4,0.45,,,,,,,,
8367,建新國際,1,1,1.1,1,0.5,0.6,0.4,0.3,0,0.5
2359,所羅門,1.1,1,1,1,1,0,0,0,0.3,0
2845,遠東銀,0.45,0.44,0.42,0.4,0.4,0.25,0.23,0.25,0.25,0.1
6155,鈞寶,1,0.45,0.85,1.1,1.2,1.6,1.15,1.01,1.26,2.2
2481,強茂,0.5,0,1,0.9,0.2,0,0,0,1.2,0
1513,中興電,1,1,1,1,1.2,0.8,1,1,1,1
4766,南寶,5,5,5,,,,,,,
4767,誠泰科技,1.2,1.5,1.5,,,,,,,
1731,美吾華,0.5,0.6,0.55,0.5,0.6,0.4,0.35,0.35,0.45,0.25
4711,永純,0.5,1.2,1.4,0.7,0.6,1,0.7,1,1.4,1.6
2887E,台新戊特,2.38,2.38,0.03,,,,,,,
3583,辛耘,2.5,2,2.02,1,1.52,3,1.5,0.5,0,0
2739,寒舍,1,1,2.2,2.3,2.2,,,,,
6126,信音,0.3,0.34,0,0,0,0.5,1.5,1.5,1.5,1.5
4927,泰鼎-KY,2.46,0,0.78,2.5,2.5,1.83,2.92,2.5,1.35,0
4953,緯軟,1.7,0.5,1.1,1.02,1.5,0.6,0,0,0,
2239,英利-KY,4.5,3.9,4.5,4,,,,,,
1525,江申,1.8,2.4,2.3,1.4,1.4,1.6,1.6,1.7,1.5,1.55
4744,皇將,1.5,1,2,0.2,0,0,0,0,0,2.5
6581,鋼聯,4.98,5.35,3.4,,,,,,,
2066,世德,3,3.02,5,6,5.5,4.5,1.5,1,,
3622,洋華,0.5,0.3,0,0,0,0,0.5,0.5,5.49,10
1232,大統益,5,5,5,5,5,3.8,2.8,3,3.5,3
1906,寶隆,0.5,1,1.5,0.15,0,0,0,0,0,0
6716,應廣,3,,,,,,,,,
5880,合庫金,0.75,0.75,0.75,0.3,0.5,0.5,0.4,0.5,,
3297,杭特,0,0.5,0.3,0.8,1.8,3.65,1.58,0.6,0.99,1.2
3703,欣陸,0.9,0.6,0.5,0.5,0,0.5,0.5,0.5,0.6,
2032,新鋼,0.13,0.1,0.4,0.2,0.25,0.75,0,0.1,0.4,0.2
3550,聯穎,1,1.5,1.5,1,1,1,0.5,0.5,2.5,2
5220,萬達光電,3,2.6,2.5,1.2,1.5,0,,,,
8401,白紗科,0.85,1.28,0.4,0.6,1.14,0,0.25,0.3,1.51,1
4747,強生,1.65,1.8,1.9,1.75,2.15,1,1.15,0.95,0.69,0.67
1304,台聚,0.3,0.3,0.5,0.5,0.4,0.6,1,1,1,0.8
6183,關貿,1.66,1.5,1.22,1.2,1.1,1.07,1.01,1.01,1.01,0.74
2383,台光電,3.8,4.8,4.7,4.29,2.5,1.8,1.79,1.8,1.73,0.7
1457,宜進,1.2,0.7,0.5,0.6,0.3,0.1,0,0,0.17,0
6229,研通,0.93,0.46,0.67,0.04,0.78,0.97,0.12,0.5,1.09,0.4
2634,漢翔,1.34,1.13,1,1.36,0.92,0,0,0,,
8028,昇陽半導體,1.6,1.6,1.5,1.5,1,,,,,
8410,森田,1.75,1.65,1.5,0.3,2,1.7,1.5,2,2,2
5388,中磊,2.5,3.75,4.2,3.85,2.99,2.72,2.73,2.4,1.47,1
0055,元大MSCI金融,0.7,0.65,0.5,0.45,0.45,0.4,0.35,0.25,0.3,0.4
2355,敬鵬,0.5,2.25,3.2,2.6,2.2,2.6,2.2,1.6,1.25,1.5
912000,晨訊科-DR,0.08,0.43,0.08,0,,,,0.07,0.22,
1724,台硝,0.5,0.6,1,1,0.2,0.2,1,2,0.25,0.19
2897A,王道銀甲特,0.04,,,,,,,,,
5871,中租-KY,4.2,3.8,3.4,3.1,2.8,2,2,2.3,1.19,
2351,順德,2.8,2.5,2.5,2,2.2,1.6,1,0.3,1.8,1.2
4535,至興,1.15,2.15,2.25,2.25,2.5,2,2,2.5,2.5,2
5820,日盛金,0.6,0.52,0.08,0.11,0.14,0.09,0.13,0.07,0.09,0
4566,時碩工業,1.99,2.39,1,,,,,,,
2377,微星,5,4.5,4.5,3.5,3,2,1.1,1.05,0.53,0.5
5289,宜鼎,6,5.61,3.88,4.47,4.5,3.2,3,2.7,1.2,
6662,樂斯科,1.85,1.8,,,,,,,,
8054,安國,1,1,0.8,1.01,1.52,2,1.83,3.3,2.5,2
1227,佳格,2.5,2,1.6,1.6,1.6,1.6,2,2.4,2.5,2
8103,瀚荃,1,1,1.8,0.3,2.93,1.79,2.87,3.25,3.49,2
3306,鼎天,0.5,0.5,0.5,1,1.4,1.8,1.2,1.7,1.6,1.5
9926,新海,1.5,1.6,1.6,1.3,1.2,1.2,1.2,1.2,1.3,1.2
3354,律勝,0.5,0.4,0.11,0.23,0.61,0.3,0.25,0.71,0.6,0
8071,能率網通,0.42,0.15,0.2,0.2,0.1,1.2,1,1.5,0.42,0
1470,大統新創,0.4,0.5,0.55,0.6,0.6,0.3,0,0.2,0.2,0
6697,東捷資訊,1.6,,,,,,,,,
3128,昇銳,0.5,0.4,0.3,0,0,0,0,1,0,1.5
1515,力山,2,1.2,0.5,0.5,0,0.5,0,0,0,0
8464,億豐,10,10,10,8.08,0,,,,,
2726,雅茗-KY,2.98,3.99,2.95,1.5,2,1.5,2,,,
2327,國巨,44.83,14.86,3,2,4,0.1,0,0,0.1,0.15
2338,光罩,0.83,0,0,0.3,0.5,0.6,0.37,1.01,0.73,0.28
2885,元大金,0.9,0.56,0.45,0.36,0.62,0.65,0.55,0.2,0,0.9
5215,科嘉-KY,2.5,1,3,3,3,1,1.5,3,3,
4420,光明,2.6,1.2,1.2,1.5,1,1,1,1.35,1.7,1.1
2419,仲琦,0.81,1.23,1.77,0.75,0.51,0.42,1.2,1.32,1.19,0.8
4958,臻鼎-KY,4.46,3.3,2.2,4.5,3.67,3,2,1,0,
8446,華研,10.5,5,5,4.5,2,1.8,0.8,,,
4119,旭富,4.2,2.15,4.2,3.84,3.11,1.8,2.68,1.58,2.6,2.59
8354,冠好,0.6,0.5,0.5,0.7,0.8,0.4,0.4,0.4,0.1,0
1605,華新,1.2,1,0.7,0.21,0,0,0,0,0.4,0
3289,宜特,0,1,1.98,4.88,2,0.99,1,0.3,0.25,0
3312,弘憶股,0.6,0,0,0,0,0,0,1,0.45,1.66
5543,崇佑-KY,0.5,0.8,0.9,0.97,1.02,,,,,
6285,啟碁,3.5,3.7,3.67,3.7,2.7,3,2.2,3.5,3.5,1.79
5425,台半,3,2.98,2.5,2.5,2,1.2,0.5,1,1.2,0.4
3548,兆利,4.5,3.02,3.53,1.31,1.2,1,1.2,0.2,1,1.19
6609,瀧澤科,2.2,1,0.6,1.4,2,1.5,1,1.2,0.8,0.6
1777,生泰,3.3,1.75,3.5,3.5,3,2,1.3,1,2.3,1.7
2468,華經,0.5,0.4,0.5,0.5,0.5,0.3,0.1,0.5,0.7,0.7
3551,世禾,1.6,1.2,1,2,2.5,2.5,2,2.03,2,2
8437,大地-KY,8.25,7.09,6.13,4.65,3.5,2,,,,
910322,康師傅-DR,1.01,0.37,0.25,0.38,0.56,0.55,0.48,0.55,0.63,0.55
3033,威健,1.02,1.31,1.06,1.5,1.94,2,1.5,2.5,2.16,1.77
6680,鑫創電子,2.5,2,,,,,,,,
3499,環天科,0.35,0.3,0,0,0,0,0,0,0,0
9918,欣天然,1.15,1.2,1.15,1.2,1.1,1.2,1.2,1.2,1.4,0.7
00728,第一金工業30,1.12,,,,,,,,,
3587,閎康,3,2.5,3.5,2.96,4,4,3.5,2.5,1.36,0
0053,元大電子,1.5,1.1,1.15,1,0.9,0.9,0.75,0.55,1,1
6556,勝品,1.2,2,2,2.5,,,,,,
1507,永大,1.8,2,2.4,2.7,3,2.5,2.3,2.2,2,1.5
1519,華城,0.3,0.4,0.8,0.6,0.6,0.32,0.25,0.5,1,1
2402,毅嘉,0.5,0,0,0,2.05,0.6,0.5,0,0,0.78
6582,申豐,3.59,3.49,3.62,4,,,,,,
6615,慧智,2,2,2,,,,,,,
1735,日勝化,0.15,0.5,0.5,1,0.6,0.5,0.6,0.28,0.5,1.1
4541,晟田,1.09,0.3,0.3,0.9,1.2,1.25,0.55,,,
1618,合機,0.3,0.3,0.3,0.35,0.2,0,0.5,0.5,0.3,0
6592,和潤企業,3.3,2.4,1.5,,,,,,,
2421,建準,2,2.3,2,1.5,1.2,1,1,1.54,2,0.95
4183,福永生技,0.7,0.3,0.8,0.4,0,0.1,0.6,,,
5306,桂盟,4.5,4.5,3.25,2.5,1.5,1.2,0.25,0,0,0
5102,富強,0.8,1,0.7,0.7,0.7,0.55,0.7,0.7,0.5,0
1231,聯華食,1.8,1.4,1.75,1.32,0.9,1,1.2,1.2,1.1,0.7
1229,聯華,1.6,1.8,1.6,1.2,1.4,1,1,1,1.2,0.8
6288,聯嘉,0.55,0.35,0.5,0.2,0,0.2,0,0.12,0.08,
6442,光聖,1.5,2,3.3,3,2,1,,,,
3537,堡達,2.4,1.8,1.2,1.2,1.2,2,1.5,1.5,1,1
9946,三發地產,0.3,0.6,0.5,1,0,2.51,2.08,0,0,0
1587,吉茂,0.1,0.44,1,1,1.2,1.2,0.5,1,1,1.5
4163,鐿鈦,4.5,2.3,6,4.5,5,5,3,2,1.5,2
